person_id,year,id_s_fr,age,female,perf_a,perf_b,perf_c,status,avg_absences
31448,2015,3000010362.0,55.0,1.0,1.163794239,,0.4980056,Active,1.3543402
31460,2012,3000010380.0,55.0,0.0,,,,Active,8.5572433
31460,2013,3000010380.0,56.0,0.0,,,,Active,8.1932459
31460,2014,3000010380.0,57.0,0.0,,,,Active,8.6882296
31460,2015,3000010380.0,58.0,0.0,,,,Active,1.4879883999999999
31487,2012,3000010105.0,52.0,1.0,,,,Active,8.3793535
31487,2013,3000010105.0,53.0,1.0,-0.09743148,,-0.097431481,Active,8.818014100000001
31487,2014,3000010105.0,54.0,1.0,1.278270992,-0.005039874000000001,-0.02315139,Active,8.165325200000002
31487,2015,3000010105.0,55.0,1.0,0.15730454800000002,-0.238486538,-0.061853535,Active,1.1523193999999999
31493,2012,,52.0,1.0,,,,,8.7611656
31493,2013,,53.0,1.0,-1.4550644780000002,,-1.4550645,Active,8.1818867
31493,2014,,54.0,1.0,-0.360652831,,-0.36065283,Active,8.819790800000002
31540,2012,3000010300.0,54.0,0.0,,,,Active,8.450021699999999
31540,2013,3000010300.0,55.0,0.0,2.024451772,0.340136215,0.72995794,Active,8.1601114
31540,2014,3000010300.0,56.0,0.0,1.6783532159999999,1.329472211,0.55468625,Active,8.2741041
31544,2012,3000010190.0,54.0,1.0,,,,Active,8.1122828
31544,2013,,55.0,1.0,-2.450917886,,-2.450918,,8.4879227
31544,2014,,56.0,1.0,,,,,8.540741
31557,2012,3000010132.0,52.0,1.0,,,,Active,8.844405199999999
31557,2013,3000010132.0,53.0,1.0,1.946711755,-0.9752956159999999,0.19207494,Active,8.8849564
31557,2014,3000010132.0,54.0,1.0,2.422774716,0.24869944,0.69757009,Active,8.7366505
31557,2015,3000010132.0,55.0,1.0,1.8129743440000001,0.660575751,1.4607809,Active,1.9663962
31558,2012,3000010282.0,55.0,0.0,,,,,8.3113422
31558,2013,3000010282.0,56.0,0.0,,,,,8.240922900000001
31558,2014,62060690401.0,57.0,0.0,,,,Active,8.1018734
31558,2015,3000010282.0,58.0,0.0,1.074958932,,0.62748021,Active,1.2111931999999999
31619,2012,3000010136.0,55.0,0.0,,,,Active,7.948336599999999
31619,2013,3000010136.0,56.0,0.0,0.074088615,,0.074088618,Active,8.054553
31619,2014,3000010136.0,57.0,0.0,0.046335809000000006,,-0.25438976,Active,8.4327087
31619,2015,3000010136.0,58.0,0.0,-0.677026295,,-0.46548772,Active,2.0318484
31624,2012,3000010260.0,69.0,1.0,,,,,8.5292969
31624,2013,3000010260.0,70.0,1.0,,,,,8.3143215
31624,2014,3000010260.0,71.0,1.0,,,,,8.7040606
31633,2012,3000010362.0,62.0,0.0,,,,Active,8.1871662
31633,2013,3000010362.0,63.0,0.0,1.070629963,,1.07063,Active,8.308358199999999
31633,2014,3000010362.0,64.0,0.0,2.056743188,,-0.18746094,Active,8.111597999999999
31633,2015,3000010362.0,65.0,0.0,1.657953948,,1.0633019,Active,1.2897538
31638,2012,,52.0,0.0,,,,Inactive,8.2473993
31638,2013,,53.0,0.0,,,,Inactive,8.6935282
31638,2014,,54.0,0.0,,,,Inactive,8.977804199999998
31638,2015,,55.0,0.0,,,,Inactive,1.7127194
31646,2012,3000010136.0,53.0,0.0,,,,Active,7.9663534
31646,2013,3000010136.0,54.0,0.0,0.938445561,-0.866712775,-0.39187443,Active,8.540630300000002
31646,2014,3000010136.0,55.0,0.0,0.598422497,-1.258958097,-0.3852959,Active,8.178813
31646,2015,3000010136.0,56.0,0.0,0.18143434100000003,-1.567898257,0.09486644,Active,2.0333986
31677,2012,3000010360.0,56.0,0.0,,,,Active,7.9427171
31677,2013,3000010360.0,57.0,0.0,-1.399136605,,-1.3991365,Active,8.3398504
31756,2012,3000010165.0,54.0,1.0,,,,Active,8.1996918
31756,2013,3000010165.0,55.0,1.0,2.2741661,,2.2741661,Active,8.5029526
31756,2014,3000010165.0,56.0,1.0,1.6868878880000002,1.970830272,1.8975133,Active,8.990689300000001
31756,2015,3000010165.0,57.0,1.0,1.971583887,2.233405005,1.8226185,Active,1.4192771
31780,2012,,56.0,1.0,,,,Inactive,8.7729578
31780,2013,,57.0,1.0,,,,,8.5660963
31780,2014,,58.0,1.0,,,,,8.2017174
31782,2013,,,,-0.382427565,,-0.38242757,,8.0795565
31792,2012,3000010364.0,62.0,1.0,,,,,8.0657082
31792,2013,3000010364.0,63.0,1.0,,,,,8.810030000000001
31792,2014,3000010364.0,64.0,1.0,,,,,8.0951662
31812,2012,3000010372.0,61.0,1.0,,,,Active,8.5905437
31812,2013,,62.0,1.0,,,,,8.1475344
31812,2014,,63.0,1.0,,,,,8.2456751
31824,2012,3000010110.0,51.0,1.0,,,,Active,8.026193600000001
31824,2013,3000010110.0,52.0,1.0,,,,Active,8.508708
31824,2014,3000010110.0,53.0,1.0,-4.233092774,,-1.9872077,,8.162117
31843,2012,3000010420.0,61.0,1.0,,,,,7.955745200000001
31843,2013,3000010420.0,62.0,1.0,,,,,8.2391644
31843,2014,3000010420.0,63.0,1.0,,,,,8.2831764
31848,2012,3000010175.0,55.0,1.0,,,,,8.072310400000001
31848,2013,3000010175.0,56.0,1.0,,,,,8.8055573
31848,2014,3000010175.0,57.261146999999994,1.0,-1.174703785,,-1.3527366,Active,9.0149145
31849,2012,3000010110.0,53.0,0.0,,,,Active,8.2713413
31849,2013,3000010110.0,54.0,0.0,1.082968744,,1.0829687,Active,8.026722
31849,2014,3000010110.0,55.0,0.0,1.429194052,,-1.0790104,Active,8.874849300000001
31849,2015,3000010110.0,56.0,0.0,0.8662569990000001,,-0.19778483,Active,1.5091325
31880,2012,3000010130.0,52.0,1.0,,,,Active,8.4036312
31880,2013,3000010130.0,53.0,1.0,2.442193284,,2.4421933,Active,7.9639349
31880,2014,3000010130.0,54.0,1.0,2.350851417,,1.0755684,Active,8.878862400000001
31880,2015,3000010130.0,55.0,1.0,2.215075231,,1.5494276,Active,1.1747288999999999
31898,2012,,53.0,1.0,,,,Active,8.1390333
31898,2013,,54.0,1.0,,,,Active,8.0170355
31898,2014,,55.0,1.0,,,,Active,8.1552877
31898,2015,,56.0,1.0,,,,Active,1.3334707000000001
32014,2012,,65.0,0.0,,,,,8.4086523
32014,2013,,66.0,0.0,,,,,8.1779356
32014,2014,,67.0,0.0,,,,,8.518857
32043,2015,3000010363.0,65.0,0.0,,,,Active,1.9290198
32051,2012,3000010360.0,52.0,0.0,,,,Active,7.9877572
32051,2013,3000010360.0,53.0,0.0,,,,Active,8.6494379
32051,2014,,54.0,0.0,,,,,8.444578199999999
32052,2012,3000010136.0,52.0,1.0,,,,Active,7.9550209
32052,2013,3000010136.0,53.0,1.0,0.422024542,-1.421108269,-0.20812578,Active,8.7124968
32052,2014,3000010136.0,54.0,1.0,0.47393372200000006,-0.18974359300000002,0.040259682,Active,8.767968199999999
32052,2015,3000010136.0,55.0,1.0,-0.119229725,,-0.24169469,Active,1.6292868
32083,2012,3000010135.0,59.0,1.0,,,,Active,8.1149836
32083,2013,3000010311.0,60.0,1.0,-1.285599872,,-1.2855998,Active,8.127162
32083,2014,3000010311.0,61.0,1.0,0.512268374,,0.20759094,Active,8.224586500000001
32083,2015,3000010135.0,62.0,1.0,0.525605289,,0.52560526,Active,1.1287367
32182,2012,,84.0,1.0,,,,Active,8.010597200000001
32182,2013,,85.0,1.0,0.059424421,,0.059424423,,7.9281988
32182,2014,,86.0,1.0,,,,,8.1347027
32234,2012,3000010175.0,54.0,1.0,,,,Active,8.7662516
32234,2013,3000010175.0,55.0,1.0,-0.883099937,,-0.88309997,Active,8.393096
32234,2014,3000010175.0,56.0,1.0,-0.651959034,-1.353233149,-0.53683132,Active,8.271476700000001
32234,2015,3000010175.0,57.0,1.0,-1.9278210969999998,-0.162688391,-1.2979058,Active,1.2367719
32262,2012,3000010104.0,51.0,1.0,,,,Active,8.6694021
32262,2013,3000010104.0,52.0,1.0,0.682257398,-0.376219666,0.039363898,Active,8.585044900000002
32262,2014,3000010104.0,53.0,1.0,0.862026683,0.38063991399999997,0.77743834,Active,8.5095024
32262,2015,3000010104.0,54.0,1.0,0.995518607,0.319454152,0.6901589,Active,1.8408353
32282,2012,3000010165.0,51.0,1.0,,,,Active,8.8392105
32282,2013,3000010165.0,52.0,1.0,0.276067656,-0.0601138,0.10881416,Active,8.0206203
32282,2014,3000010165.0,53.0,1.0,1.343005079,-0.37952622799999997,-0.28034762,Active,8.492102599999999
32282,2015,3000010165.0,54.0,1.0,0.353434291,0.804993007,0.50088102,Active,1.1805326
32287,2012,,51.0,1.0,,,,Inactive,8.5054722
32287,2013,,52.0,1.0,,,,Inactive,8.8821878
32298,2012,3000010135.0,51.0,1.0,,,,Active,8.842611300000002
32298,2013,3000010135.0,52.0,1.0,0.8030028790000001,0.493651202,0.53533334,Active,8.0553484
32298,2014,3000010135.0,53.0,1.0,1.567346762,0.380439501,0.506226,Active,8.2416515
32298,2015,3000010135.0,54.0,1.0,1.65745925,0.251996939,1.2387967,Active,1.7151433
32314,2012,3000010282.0,51.0,1.0,,,,Active,8.3268442
32314,2013,3000010282.0,52.0,1.0,-0.00772984,-0.208760926,-0.096025586,Active,8.2087755
32314,2014,3000010282.0,53.0,1.0,-0.233990979,-0.32332210699999997,0.037233017,Active,8.1161852
32314,2015,3000010282.0,54.0,1.0,0.873109988,-0.495730468,0.41148925,Active,1.6960023999999998
32325,2012,,52.0,1.0,,,,Active,8.5517435
32325,2013,3000010857.0,53.0,1.0,,,,Active,8.7713423
32325,2014,3000010857.0,54.0,1.0,,,,Active,8.608944900000001
32325,2015,3000010857.0,55.0,1.0,,,,Active,1.5583895
32396,2012,3000010857.0,52.0,1.0,,,,Active,8.159719500000001
32396,2013,3000010857.0,53.0,1.0,-0.260909447,,-0.26090944,Active,8.3568993
32396,2014,3000010857.0,54.0,1.0,-0.050136559000000004,,-0.050136559,Active,8.5662489
32396,2015,3000010857.0,55.0,1.0,-0.572350948,,-0.57235098,Active,1.4323518
32443,2012,3000010136.0,51.0,1.0,,,,Active,8.8735237
32443,2013,3000010136.0,52.0,1.0,0.758631081,1.424171862,1.2237844,Active,8.608445199999998
32443,2014,3000010136.0,53.0,1.0,0.44050013,-0.366250546,0.18105236,Active,8.3113079
32443,2015,3000010136.0,54.0,1.0,-0.224026695,-0.697110715,0.12134659,Active,1.8751636000000003
32485,2012,3000010123.0,51.0,1.0,,,,Active,8.4452543
32485,2013,3000010123.0,52.0,1.0,1.055787298,-0.50622394,0.044236016,Active,8.6334763
32485,2014,3000010123.0,53.0,1.0,0.5919081820000001,0.668828457,0.97448224,Active,8.968694699999999
32485,2015,3000010123.0,54.0,1.0,1.852903657,-0.090596298,1.365263,Active,1.1876976000000001
32487,2012,3000010318.0,52.0,0.0,,,,,8.550271
32487,2013,3000010318.0,53.0,0.0,-2.130205344,,-2.1302054,Active,8.771567300000001
32487,2014,3000010318.0,54.0,0.0,-2.58937635,,-2.8765843,Active,8.474186900000001
32539,2012,3000010225.0,51.0,1.0,,,,Active,8.7946129
32539,2013,3000010225.0,52.0,1.0,0.53397783,,0.53397787,Active,8.5130873
32539,2014,3000010161.0,53.0,1.0,-1.437784416,0.658156036,-0.028977493,Active,8.1623106
32539,2015,3000010857.0,54.0,1.0,,,,Active,1.7193235
32570,2012,3000010300.0,51.0,1.0,,,,Active,8.331294999999999
32570,2013,3000010300.0,52.0,1.0,1.4925951219999998,,1.4925952,Active,8.544694900000001
32570,2014,3000010300.0,53.0,1.0,2.197160347,,1.0072374,Active,8.288785
32570,2015,3000010300.0,54.0,1.0,1.548227691,,1.1692555,Active,2.0170813
32575,2012,,50.0,1.0,,,,Active,8.245437599999999
32575,2013,,51.0,1.0,,,,Active,8.610860800000001
32575,2014,,52.0,1.0,1.492825817,,1.4928259,Active,8.256568
32575,2015,,53.0,1.0,,,,Active,1.7274421000000002
32621,2012,3000010226.0,51.0,1.0,,,,Active,8.454899800000002
32621,2013,3000010226.0,52.0,1.0,-2.649539379,0.302707205,-0.67987651,Active,8.3512697
32621,2014,3000010226.0,53.0,1.0,-0.45098076299999995,-0.024766246000000002,-0.17185462,Active,8.460368199999998
32621,2015,3000010226.0,54.0,1.0,-0.020041019,-1.216298341,-0.65611416,Active,1.6350061000000002
32643,2012,3000010180.0,50.0,1.0,,,,Active,8.490770300000001
32643,2013,3000010180.0,51.0,1.0,1.5739513930000002,0.384048967,0.85590792,Active,8.200738900000001
32643,2014,3000010180.0,52.0,1.0,1.52590971,0.44259583,0.92171401,Active,8.3218136
32643,2015,3000010180.0,53.0,1.0,0.186623795,0.273690068,0.56283998,Active,1.1250571000000003
32650,2012,3000010175.0,54.0,1.0,,,,Active,8.8567104
32650,2013,3000010175.0,55.0,1.0,0.362925829,,0.73950541,Active,8.7659454
32650,2014,3000010175.0,56.0,1.0,0.041368231,,1.3861883,Active,8.634117100000001
32650,2015,3000010175.0,57.0,1.0,0.182014785,,0.40555534,Active,1.9823640999999999
32779,2012,3000010123.0,51.0,1.0,,,,Active,8.092230800000001
32779,2013,3000010123.0,52.0,1.0,1.488558813,,1.4885588,Active,8.5791712
32779,2014,3000010123.0,53.0,1.0,-0.7807731720000001,0.5668889579999999,1.0204459,Active,8.2203197
32779,2015,3000010123.0,54.0,1.0,1.63756342,2.571614194,1.9628742,Active,2.0420072
32901,2012,3000010175.0,52.285713,1.0,,,,Active,8.771389
32901,2013,3000010175.0,53.0,1.0,0.466147349,,0.46614733,Active,8.867034
32901,2014,3000010175.0,54.15789399999999,1.0,1.132483112,,-0.192755,Active,8.714486099999998
32907,2012,1006560040.0,54.0,1.0,,,,Active,8.5408192
32907,2013,3000010287.0,55.0,1.0,-0.038587862,-0.152062491,-0.13264664,Active,8.2093744
32907,2014,3000010287.0,56.0,1.0,0.036095163,-0.46398227200000003,-0.3893083,Active,8.7705612
32907,2015,3000010289.0,57.0,1.0,-0.271105802,-0.97093831,-0.51807344,Active,1.5627223999999997
32943,2012,3000010352.0,51.0,1.0,,,,Active,8.7379827
32943,2013,3000010352.0,52.0,1.0,1.89777293,,1.8977729,Active,8.5712032
32943,2014,3000010352.0,53.0,1.0,-0.407014159,,0.75069338,Active,8.1209307
32943,2015,3000010352.0,54.0,1.0,0.831042162,,0.72283471,Active,1.369375
32950,2012,3000010288.0,58.0,1.0,,,,,8.3198776
32950,2013,3000010288.0,59.0,1.0,,,,,8.218399
32950,2014,3000010288.0,60.0,1.0,-0.462967665,,-0.3754687,Active,8.5110064
33002,2012,3000010179.0,51.022221,1.0,,,,Active,8.776457800000001
33002,2013,,52.0,1.0,0.278502094,-0.521858621,-0.20004034,Inactive,8.6457424
33002,2014,,53.0,1.0,,,,Inactive,8.1538591
33020,2012,,53.0,1.0,,,,,7.9507761
33020,2013,,54.0,1.0,,,,,8.417846699999998
33020,2014,,55.0,1.0,,,,,8.832499499999999
33031,2012,3000010160.0,52.0,0.0,,,,Active,8.4460573
33031,2013,,53.0,0.0,-0.8697611470000001,,-0.86976117,Inactive,8.5035467
33031,2014,3000010160.0,54.0,0.0,,,,Active,8.0374479
33031,2015,,55.0,0.0,,,,Active,2.0038233
33043,2012,3000010123.0,52.0,1.0,,,,Active,8.1787777
33043,2013,3000010123.0,53.0,1.0,1.168109729,,1.1681097,Active,8.8894281
33043,2014,3000010123.0,54.0,1.0,1.397490121,,-0.089266859,Active,9.011384
33043,2015,3000010123.0,55.0,1.0,2.287352148,,1.3896028,Active,1.2332833
33094,2012,3000010225.0,60.0,0.0,,,,Active,7.9039936
33094,2013,3000010225.0,61.0,0.0,-0.150795766,-1.122891248,-0.57609147,Active,8.3126822
33094,2014,,63.0,0.0,-1.857230115,-0.481720608,-0.29395562,,8.957614900000001
33135,2012,3000010144.0,53.0,1.0,,,,Active,8.3425446
33135,2013,3000010144.0,54.0,1.0,0.972244514,1.311974202,1.1630988,Active,8.490262
33135,2014,3000010144.0,55.0,1.0,-0.59374749,1.9189102569999998,0.77829403,Active,8.142251
33135,2015,3000010144.0,56.0,1.0,-0.46338826899999996,-0.093026137,0.096730284,Active,1.5984327
33159,2012,3000010123.0,51.0,1.0,,,,Active,8.5298281
33159,2013,3000010123.0,52.0,1.0,0.37042666700000004,,0.37042668,Active,8.8757391
33159,2014,3000010123.0,53.0,1.0,0.35814668200000005,,-0.033434,Active,8.469265
33159,2015,3000010123.0,54.0,1.0,1.484112162,,1.4844552,Active,1.6879083
33175,2012,3000010354.0,50.642857,1.0,,,,Active,8.754287699999999
33175,2013,3000010354.0,51.0,1.0,-1.517720936,,-1.5177209,Active,8.4686308
33175,2014,3000010354.0,52.052631,1.0,-0.192634033,,-0.87513357,Active,8.968413400000001
33175,2015,3000010354.0,53.150002,1.0,0.5906815879999999,,-0.76160216,Active,1.3271319
33209,2012,3000010151.0,56.041176,1.0,,,,Active,7.9879909
33209,2013,3000010151.0,57.0,1.0,-1.12021795,,-1.120218,Inactive,8.289978999999999
33209,2014,3000010151.0,58.0,1.0,,,,Active,8.3786678
33209,2015,3000010151.0,59.07589300000001,1.0,0.282749221,-0.26324388,0.18306622,Active,1.8208330000000001
33230,2012,3000010106.0,51.0,0.0,,,,Active,8.1022167
33230,2013,3000010106.0,52.0,0.0,0.020068516,0.571908238,0.32376519,Active,8.8791161
33230,2014,3000010106.0,53.0,0.0,-0.455878313,0.631525156,0.16805601,Active,8.6988153
33230,2015,3000010106.0,54.0,0.0,-0.084756074,-0.69824242,-0.54110295,Active,1.4336586
33250,2012,3000010368.0,51.0,0.0,,,,Active,7.9231753
33250,2013,3000010368.0,52.0,0.0,0.46797440799999995,,0.46797439,Active,8.3160744
33250,2014,3000010368.0,53.0,0.0,0.040302059,0.607897157,0.027132306,Active,8.8655434
33250,2015,3000010368.0,54.0,0.0,0.391743005,0.591850156,0.065625943,Active,1.6770029999999998
33274,2012,3000010110.0,67.0,1.0,,,,Active,8.679211599999999
33274,2013,3000010110.0,68.0,1.0,0.8651116590000001,,0.86511159,Active,8.2726536
33274,2014,3000010110.0,69.0,1.0,0.284803984,3.476527575,1.0723729,Active,8.465858500000001
33274,2015,3000010110.0,70.0,1.0,0.786419746,1.9913843009999999,1.209071,Active,1.4016533000000002
33296,2012,3000010121.0,50.0,1.0,,,,Active,8.467705699999998
33296,2013,3000010121.0,51.0,1.0,0.086994924,-1.0587237790000001,-0.57238638,Active,8.2672424
33296,2014,3000010121.0,52.0,1.0,0.424799785,-0.036701523,0.36680117,Active,8.0918741
33296,2015,3000010121.0,53.0,1.0,0.19836097100000002,0.236869794,0.2955665,Active,1.8606441999999999
33301,2012,3000010368.0,52.0,1.0,,,,Active,8.0687075
33301,2013,3000010368.0,53.0,1.0,0.635429572,,0.63542956,Active,8.5187168
33301,2014,3000010368.0,54.0,1.0,0.156869995,,0.66013324,Active,9.0257607
33301,2015,3000010368.0,55.0,1.0,1.767768495,,1.0438782,Active,2.0794377
33321,2012,3000010103.0,54.0,1.0,,,,Active,8.440791099999998
33321,2013,3000010103.0,55.0,1.0,0.8106570129999999,,0.81065702,Active,8.415188800000001
33321,2014,3000010103.0,56.0,1.0,0.232353636,,0.086735561,Active,8.588128999999999
33321,2015,3000010103.0,57.0,1.0,0.371809582,,0.6544674,Active,1.1471388
33347,2012,3000010175.0,56.0,1.0,,,,Active,7.9757547
33347,2013,3000010175.0,57.0,1.0,-0.487260132,-0.165685285,-0.48580492,Active,7.959556599999999
33347,2014,3000010175.0,58.0,1.0,0.023443613,0.652477238,0.49131963,Active,8.163026799999999
33347,2015,3000010175.0,59.0,1.0,-1.826901682,-0.19968104399999997,-1.2197539,Active,1.1522473999999998
33361,2012,3000010105.0,51.0,1.0,,,,Active,8.7339067
33361,2013,3000010105.0,52.0,1.0,0.609674869,,0.60967487,Active,7.9348301999999995
33361,2014,3000010105.0,53.0,1.0,-0.401546241,0.577453451,0.26604128,Active,9.0259361
33361,2015,3000010105.0,54.0,1.0,-0.38743766799999996,1.37482763,0.48367646,Active,2.0640738
33369,2012,3000010136.0,57.0,0.0,,,,Active,8.689927099999998
33369,2013,3000010136.0,58.0,0.0,0.346628389,,0.3466284,Active,8.882467300000002
33369,2014,3000010136.0,59.0,0.0,-0.168594701,-0.689776305,-0.53232753,Active,8.1282291
33369,2015,3000010136.0,60.0,0.0,0.289412143,-0.136014296,-0.054631535,Active,1.4425615
33386,2012,3000010155.0,52.0,1.0,,,,Active,7.9424891
33406,2012,3000010368.0,61.0,1.0,,,,Active,8.546930300000001
33406,2013,3000010368.0,62.0,1.0,0.487498981,,0.487499,Active,8.1989994
33406,2014,3000010368.0,64.0,1.0,,,,,8.9886875
33420,2012,3000010135.0,59.0,1.0,,,,Active,8.2093725
33420,2013,3000010135.0,60.0,1.0,0.727991862,,0.72799188,Active,8.5642548
33420,2014,3000010135.0,61.0,1.0,0.694851709,-0.39815687200000005,-0.40977898,Active,8.3052807
33422,2012,3000010362.0,52.0,0.0,,,,Active,8.1172361
33422,2013,3000010362.0,53.0,0.0,0.27815476699999997,,0.27815476,Active,8.1907692
33422,2014,3000010362.0,54.0,0.0,-0.119508486,,0.67943358,Active,8.779088
33422,2015,3000010362.0,55.0,0.0,0.015154163,,0.25656173,Active,1.6737117
33428,2012,3000010226.0,52.0,1.0,,,,Active,8.8853102
33428,2013,3000010226.0,53.0,1.0,0.17385111399999997,0.418979514,0.047661718,Active,8.6335526
33428,2014,3000010226.0,54.0,1.0,0.038297231,0.009437331,0.64001054,Active,8.6440468
33428,2015,3000010226.0,55.0,1.0,-0.7687626129999999,-1.112600364,-0.76964402,Active,1.2657546999999998
33438,2012,3000010625.0,51.0,0.0,,,,Active,8.678095800000001
33438,2013,3000010625.0,52.0,0.0,0.275592989,,0.27559298,Active,8.0846043
33438,2014,3000010625.0,53.0,0.0,0.406187511,,0.4061875,Active,8.614934
33438,2015,3000010625.0,54.0,0.0,-0.15517907,,-0.15517907,Active,1.3835781
33440,2012,3000010249.0,55.0,1.0,,,,Active,8.5390739
33440,2013,3000010249.0,56.0,1.0,-0.098840459,,-0.09884046,Active,8.1478815
33440,2014,3000010249.0,57.0,1.0,0.160622109,,0.16062211,Active,8.9786205
33440,2015,3000010249.0,58.0,1.0,0.405758193,,0.17663316,Active,1.1301839
33451,2012,,60.0,1.0,,,,Inactive,8.488161999999999
33451,2013,,61.0,1.0,,,,Inactive,8.4500198
33451,2014,,62.0,1.0,,,,,8.8517771
33474,2012,3000010132.0,50.0,1.0,,,,Active,8.1939068
33474,2013,3000010132.0,51.0,1.0,1.780586157,,1.7805861,Active,8.8105192
33474,2014,3000010132.0,52.0,1.0,2.271196803,,2.2711966,Active,8.7875185
33474,2015,3000010132.0,53.0,1.0,2.09649118,,2.0964913,Active,1.5882071000000002
33481,2012,3000010170.0,51.0,0.0,,,,Active,8.827622400000001
33481,2013,3000010170.0,52.0,0.0,1.234013536,,1.2340136,Active,8.2705412
33481,2014,3000010170.0,53.0,0.0,1.699559649,,-0.216949,Active,8.748285300000001
33481,2015,3000010170.0,54.0,0.0,1.250987193,,0.76376152,Active,1.4313828000000002
33602,2012,3000010104.0,50.0,1.0,,,,Active,8.469237300000001
33602,2013,3000010104.0,51.0,1.0,0.8305632709999999,,0.83056325,Active,8.8649979
33602,2014,3000010104.0,52.0,1.0,1.196201747,,1.1962017,Active,8.4176273
33602,2015,3000010104.0,53.0,1.0,1.761979388,,1.7619793,Active,1.9732213
33628,2012,3000010155.0,51.0,1.0,,,,Active,8.415113400000001
33628,2013,3000010155.0,52.0,1.0,1.568049241,,1.5680493,Active,8.1040936
33628,2014,3000010155.0,53.0,1.0,1.116341925,0.273354505,0.74053389,Active,8.759409
33628,2015,3000010155.0,54.0,1.0,0.45511931899999997,,0.88884461,Active,1.33041
33648,2012,3000010368.0,61.0,1.0,,,,Active,8.345047000000001
33648,2013,3000010368.0,62.0,1.0,,,,Active,8.2348089
33648,2014,3000010368.0,63.0,1.0,,,,,8.652467699999999
33651,2012,3000010382.0,51.0,1.0,,,,Active,8.408910800000001
33651,2013,3000010382.0,52.0,1.0,-1.3377131290000002,,-1.3377131,,8.866617199999999
33651,2014,3000010382.0,53.0,1.0,,,,,8.6578112
33662,2012,3000010165.0,51.0,0.0,,,,Active,8.8555603
33662,2013,3000010165.0,52.0,0.0,1.4935019019999998,-0.222092095,0.47045496,Active,8.752785699999999
33662,2014,3000010165.0,53.0,0.0,0.8512026890000001,-0.195345407,0.53572267,Active,8.389939300000002
33662,2015,3000010165.0,54.0,0.0,1.262659169,0.626102509,1.0747503,Active,1.8726052
33670,2012,3000010685.0,51.0,1.0,,,,Active,8.444911
33670,2013,3000010685.0,52.0,1.0,0.473450738,,0.038146336,Active,8.0188236
33670,2014,3000010685.0,53.0,1.0,-0.359954304,,-0.3599543,Active,9.0132799
33670,2015,3000010685.0,54.0,1.0,-0.22323309300000002,,-0.22323309,Active,1.5383103
33688,2012,3000010121.0,51.0,1.0,,,,Active,8.3624802
33688,2013,3000010121.0,52.0,1.0,0.813993596,0.431788379,0.75081331,Active,8.6917095
33688,2014,3000010121.0,53.0,1.0,1.125087398,,0.82593733,Active,8.5225725
33688,2015,3000010121.0,54.0,1.0,1.125979332,,0.98748779,Active,1.2532668
33701,2012,3000010354.0,52.0,1.0,,,,Active,8.8470984
33701,2013,3000010354.0,53.0,1.0,0.195741954,,0.19574195,Active,8.254725500000001
33701,2014,3000010354.0,54.0,1.0,-0.40851909,,-0.9614768,Active,8.2951136
33746,2012,3000010136.0,50.0,1.0,,,,Active,7.9511185
33746,2013,3000010136.0,51.0,1.0,0.279149333,,0.27914932,Active,8.665050500000001
33746,2014,3000010136.0,52.0,1.0,-0.5850357860000001,-0.19070922399999998,-0.75200236,Active,8.3917379
33746,2015,3000010136.0,53.0,1.0,0.174652787,1.289214061,0.16919206,Active,1.2499976000000002
33763,2012,3000010105.0,51.0,1.0,,,,Active,8.1097708
33763,2013,3000010105.0,52.0,1.0,0.18084033100000002,,0.18084033,Active,8.5819569
33763,2014,,53.0,1.0,0.045237257,,-0.16225983,Active,8.7771864
33763,2015,,54.0,1.0,,,,Active,1.6694924999999998
33883,2012,3000010152.0,57.0,1.0,,,,Active,7.9268413
33883,2013,3000010152.0,58.0,1.0,1.168109729,2.9376189360000002,2.1119912,Active,7.9538884
33883,2014,3000010152.0,59.0,1.0,1.369457145,2.287458637,1.2209603,Active,8.550548599999999
33883,2015,3000010152.0,60.0,1.0,1.212229899,3.824427023,2.004565,Active,1.1728051000000002
33886,2012,3000010289.0,55.0,0.0,,,,Active,8.2223492
33886,2013,3000010289.0,56.25,0.0,0.395344956,,0.39534494,Active,7.976933
33886,2014,3000010289.0,57.599998,0.0,0.329668974,,0.37433648,Active,8.436930699999998
33886,2015,3000010289.0,58.5,0.0,-0.841676269,,-0.83892196,Active,1.7992689999999998
33917,2015,,53.16666800000001,1.0,,,,Active,1.5556136
33952,2012,3000010354.0,52.0,0.0,,,,Active,8.6227102
33952,2013,3000010354.0,53.0,0.0,0.52396423,,0.52396423,Active,8.793042199999999
33952,2014,3000010354.0,54.0,0.0,0.209900499,,-0.3196193,Active,8.7944012
33952,2015,3000010354.0,55.0,0.0,1.294245422,,0.62434286,Active,1.5563334
34023,2012,,54.0,1.0,,,,Inactive,8.2081604
34023,2013,,55.0,1.0,,,,,8.143598599999999
34023,2014,,56.0,1.0,,,,,8.4770613
34059,2012,3000010021.0,49.0,1.0,,,,Active,7.9638023
34059,2013,3000010021.0,50.0,1.0,,,,Active,8.4062977
34059,2014,3000010021.0,51.0,1.0,,,,Active,8.905235300000001
34059,2015,3000010021.0,52.07,1.0,,,,Active,1.7734772
34071,2012,3000010226.0,55.05208199999999,0.0,,,,Active,8.151592299999999
34071,2013,3000010226.0,56.0,0.0,-0.838808364,1.0472581,0.55366915,Active,8.7668362
